,time,late,release_id
0,0.8110782018011844,0.21214020108137888,109
1,0.8445186102576612,0.1786997926249021,109
2,0.9094427097463005,0.11377569313626279,109
3,0.9866302408286173,0.036588162053945994,109
4,1.0075280154173,0.01569038746526319,109
5,1.0079768403353482,0.015241562547215093,109
6,1.0559009713648964,0.0,109
7,1.0585490446416421,0.0,109
8,1.0876928290224313,0.0,109
9,1.0905289871946477,0.0,109
10,1.1131143584159442,0.0,109
11,1.1309359602817965,0.0,109
12,1.2092609030785126,0.0,109
13,1.2637241072627914,0.0,109
14,1.3201166025901128,0.0,109
15,1.3204683562643273,0.0,109
16,1.3228294748021936,0.0,109
17,1.3242429963698434,0.0,109
18,1.4049132352267455,0.0,109
19,1.4396616644068174,0.0,109
20,1.4408273264854035,0.0,109
21,1.4798392610319082,0.0,109
22,1.4798835197922908,0.0,109
23,1.498934521266164,0.0,109
24,1.51984942248738,0.0,109
25,1.5872841084607732,0.0,109
26,1.6713049030704479,0.0,109
27,1.715511889627687,0.0,109
28,1.7317780354452048,0.0,109
29,1.7596884320361794,0.0,109
30,1.7913011862559511,0.0,109
31,1.8557154575236736,0.0,109
32,1.86438932180964,0.0,109
33,1.8743442655812628,0.0,109
34,1.8926581050375175,0.0,109
35,2.0198012790537843,0.0,109
36,5.310290083298281,0.0,285
37,5.3170014447202,0.0,285
38,5.336027167229748,0.0,285
39,5.352016860869202,0.0,285
40,5.373894161497534,0.0,285
41,5.436647107652623,0.0,285
42,5.459371375987324,0.0,285
43,5.490252471195911,0.0,285
44,5.49718307779363,0.0,285
45,5.524245266890176,0.0,285
46,5.554324768306084,0.0,285
47,5.569569378364009,0.0,285
48,5.587532103554878,0.0,285
49,5.673609759611364,0.0,285
50,5.692678543302321,0.0,285
51,5.696170873288335,0.0,285
52,5.701890838022204,0.0,285
53,5.702715636927065,0.0,285
54,5.731281153264353,0.0,285
55,5.737145407014484,0.0,285
56,5.823688378313951,0.0,285
57,5.832213040580571,0.0,285
58,5.935834585780485,0.0,285
59,5.952033988617006,0.0,285
60,6.047712091977319,0.0,285
61,6.061711616088868,0.0,285
62,6.077192600315979,0.0,285
63,6.077342542319691,0.0,285
64,6.081311403838641,0.0,285
65,9.47384359461442,0.018482555192592898,474
66,9.523781128574736,0.0,474
67,9.530556167475696,0.0,474
68,9.578367815932914,0.0,474
69,9.635532402657319,0.0,474
70,9.686156247106805,0.0,474
71,9.693345492480434,0.0,474
72,9.741571072988373,0.0,474
73,9.77676393040912,0.0,474
74,9.784332406792489,0.0,474
75,9.838204209903152,0.0,474
76,9.876026390890106,0.0,474
77,9.908280487713132,0.0,474
78,9.923438487174911,0.0,474
79,10.016895775409406,0.0,474
80,10.044225958723377,0.0,474
81,10.061024593665667,0.0,474
82,10.12368083693915,0.0,474
83,10.147623944244968,0.0,474
84,10.17223813194338,0.0,474
85,10.185223185870623,0.0,474
86,10.201459137529696,0.0,474
87,10.259426789616148,0.0,474
88,10.264700037905907,0.0,474
89,10.372418560848203,0.0,474
90,10.398412264336011,0.0,474
91,10.399666433667651,0.0,474
92,10.488761231114054,0.0,474
93,13.39719169843908,0.0,665
94,13.42006164808268,0.0,665
95,13.453329398044813,0.0,665
96,13.479137317100408,0.0,665
97,13.511338480280239,0.0,665
98,13.541319897269954,0.0,665
99,13.543797558161511,0.0,665
100,13.558691410000325,0.0,665
101,13.564044325943236,0.0,665
102,13.595624552880642,0.0,665
103,13.595729583768327,0.0,665
104,13.618014764294909,0.0,665
105,13.636076826744771,0.0,665
106,13.648684017493709,0.0,665
107,13.737069400542577,0.0,665
108,13.8289969361412,0.0,665
109,13.885642406688586,0.0,665
110,13.886087169615987,0.0,665
111,13.929918344396437,0.0,665
112,13.934029762640796,0.0,665
113,13.953883802869024,0.0,665
114,13.99120018370595,0.0,665
115,13.995455470778417,0.0,665
116,14.03174124107484,0.0,665
