,time,event_type,stock,attente,perte_magasin,deliv
172,3.4633832442428636,2.0,82.0,0.0,,True
173,3.4826609536417545,2.0,81.0,0.0,,True
174,3.496404260950795,1.0,80.0,0.0,,True
175,3.497075334727722,2.0,79.0,0.0,,True
176,3.5017841986742293,1.0,78.0,0.0,,True
177,3.5226165232519167,2.0,77.0,0.0,,True
178,3.5269424306030976,1.0,76.0,0.0,,True
179,3.582810304284364,2.0,75.0,0.0,,True
180,3.5874949131874385,2.0,74.0,0.0,,True
181,3.603700665258113,1.0,73.0,0.0,,True
182,3.660705912395325,2.0,72.0,0.0,,True
183,3.6873751259953735,1.0,71.0,0.0,,True
184,3.6919018968699415,2.0,70.0,0.0,,True
185,3.6945263393303556,2.0,69.0,0.0,,True
186,3.7547989333811476,1.0,68.0,0.0,,True
187,3.833383377553607,2.0,67.0,0.0,,True
188,3.8397256749609454,2.0,66.0,0.0,,True
189,3.850672915862228,2.0,65.0,0.0,,True
190,3.859384900593589,2.0,64.0,0.0,,True
191,3.8909786071721433,2.0,63.0,0.0,,True
192,3.9432197820689217,1.0,62.0,0.0,,True
193,3.9978011721973736,2.0,61.0,0.0,,True
194,4.028071631115848,2.0,60.0,0.0,,True
195,4.085458611388869,2.0,59.0,0.0,,True
196,4.1397050151379275,2.0,58.0,0.0,,True
197,4.17864501225352,2.0,57.0,0.0,,True
198,4.205665533606626,1.0,56.0,0.0,,True
199,4.226565739153411,1.0,55.0,0.0,,True
200,4.228985021709174,2.0,54.0,0.0,,True
201,4.279966707908809,1.0,53.0,0.0,,True
202,4.281011857320918,2.0,52.0,0.0,,True
203,4.287976973936038,2.0,51.0,0.0,,True
204,4.309849719468662,2.0,50.0,0.0,,True
205,4.383280800407799,2.0,49.0,0.0,,True
206,4.410864987613244,2.0,48.0,0.0,,True
207,4.422557978419632,2.0,47.0,0.0,,True
208,4.456046564536479,2.0,46.0,0.0,,True
209,4.459855149827112,1.0,45.0,0.0,,True
210,4.4654566538783635,2.0,44.0,0.0,,True
211,4.48056081145113,2.0,43.0,0.0,,True
212,4.559707367314284,1.0,42.0,0.0,,True
213,4.586256967025206,2.0,41.0,0.0,,True
214,4.625780201962295,1.0,40.0,0.0,,True
215,4.652285326725501,2.0,39.0,0.0,,True
216,4.6530127666808765,2.0,38.0,0.0,,True
217,4.683798467685213,2.0,37.0,0.0,,True
218,4.697241794697415,2.0,36.0,0.0,,True
219,4.710526614405254,2.0,35.0,0.0,,True
220,4.730579998252655,2.0,34.0,0.0,,True
221,4.739795320118492,2.0,33.0,0.0,,True
222,4.763210804709261,2.0,32.0,0.0,,True
223,4.806917907879211,2.0,31.0,0.0,,True
224,4.81266953143609,1.0,30.0,0.0,,True
225,4.826009876313156,2.0,29.0,0.0,,True
226,4.945997218350643,2.0,28.0,0.0,,True
227,4.96085428732536,1.0,27.0,0.0,,True
228,5.001336166915749,1.0,26.0,0.0,,True
229,5.002678728086359,2.0,25.0,0.0,,True
230,5.007632403179017,2.0,24.0,0.0,,True
231,5.008382048679792,2.0,23.0,0.0,,True
232,5.045000597599452,2.0,22.0,0.0,,True
233,5.048595961850914,2.0,21.0,0.0,,True
234,5.0528730062755125,1.0,20.0,0.0,,True
235,5.055866633255102,1.0,19.0,0.0,,True
236,5.098436052481063,2.0,18.0,0.0,,True
237,5.111360491488274,2.0,17.0,0.0,,True
238,5.124846764183621,2.0,16.0,0.0,,True
239,5.13156846061205,1.0,15.0,0.0,,True
240,5.144753560640915,1.0,14.0,0.0,,True
241,5.221529040988666,2.0,13.0,0.0,,True
242,5.238614175837262,1.0,12.0,0.0,,True
243,5.262967434909671,1.0,11.0,0.0,,True
244,5.268771611757262,2.0,10.0,0.0,,True
245,5.310290083298281,2.0,10.0,1.0,,
246,5.3170014447202,2.0,10.0,2.0,,
247,5.336027167229748,2.0,10.0,3.0,,
248,5.338294923713061,1.0,9.0,3.0,,True
249,5.352016860869202,2.0,9.0,4.0,,
250,5.3598987923866765,1.0,8.0,4.0,,True
251,5.373894161497534,2.0,8.0,5.0,,
252,5.407003824965814,1.0,7.0,5.0,,True
253,5.436647107652623,2.0,7.0,6.0,,
254,5.459371375987324,2.0,7.0,7.0,,
255,5.465988397917349,1.0,6.0,7.0,,True
256,5.490252471195911,2.0,6.0,8.0,,
257,5.49718307779363,2.0,6.0,9.0,,
258,5.524245266890176,2.0,6.0,10.0,,
259,5.554324768306084,2.0,6.0,11.0,,
260,5.569569378364009,2.0,6.0,12.0,,
261,5.587532103554878,2.0,6.0,13.0,,
262,5.602161829338144,1.0,5.0,13.0,,True
263,5.673609759611364,2.0,5.0,14.0,,
264,5.692678543302321,2.0,5.0,15.0,,
265,5.696130920179918,1.0,4.0,15.0,,True
266,5.696170873288335,2.0,4.0,16.0,,
267,5.701890838022204,2.0,4.0,17.0,,
268,5.702715636927065,2.0,4.0,18.0,,
269,5.722315104659836,1.0,3.0,18.0,,True
270,5.731281153264353,2.0,3.0,19.0,,
271,5.737145407014484,2.0,3.0,20.0,,
272,5.788104116750905,1.0,2.0,20.0,,True
273,5.8211238904376,1.0,1.0,20.0,,True
274,5.823688378313951,2.0,1.0,21.0,,
275,5.832213040580571,2.0,1.0,22.0,,
276,5.935834585780485,2.0,1.0,23.0,,
277,5.938527071044346,1.0,1.0,23.0,1.0,
278,5.952033988617006,2.0,1.0,24.0,,
279,5.982678174762174,1.0,1.0,24.0,1.0,
280,6.047712091977319,2.0,1.0,25.0,,
281,6.061711616088868,2.0,1.0,26.0,,
282,6.077192600315979,2.0,1.0,27.0,,
283,6.077342542319691,2.0,1.0,28.0,,
284,6.081311403838641,2.0,1.0,29.0,,
285,6.085458611388869,3.0,152.0,0.0,,True
286,6.08639782832108,2.0,151.0,0.0,,True
287,6.121408834176816,2.0,150.0,0.0,,True
288,6.193179468425073,2.0,149.0,0.0,,True
289,6.251675615091207,2.0,148.0,0.0,,True
290,6.265549202216576,1.0,147.0,0.0,,True
291,6.269957551985117,1.0,146.0,0.0,,True
292,6.30125461424616,2.0,145.0,0.0,,True
293,6.305443043538183,2.0,144.0,0.0,,True
294,6.313718595523421,1.0,143.0,0.0,,True
295,6.343701103056191,2.0,142.0,0.0,,True
296,6.349823028612868,2.0,141.0,0.0,,True
297,6.409108495549765,2.0,140.0,0.0,,True
298,6.4237824682977,2.0,139.0,0.0,,True
299,6.4261234234913305,2.0,138.0,0.0,,True
300,6.465965815388143,2.0,137.0,0.0,,True
301,6.471402746153416,2.0,136.0,0.0,,True
302,6.477641598753975,1.0,135.0,0.0,,True
303,6.513437547092196,2.0,134.0,0.0,,True
304,6.547622011595041,2.0,133.0,0.0,,True
305,6.551862764504755,2.0,132.0,0.0,,True
306,6.606230463175467,2.0,131.0,0.0,,True
307,6.653233138679533,1.0,130.0,0.0,,True
308,6.670719938088757,2.0,129.0,0.0,,True
309,6.672296264034862,2.0,128.0,0.0,,True
310,6.711888605799659,1.0,127.0,0.0,,True
311,6.795110427101525,2.0,126.0,0.0,,True
312,6.821094561935076,2.0,125.0,0.0,,True
313,6.825063642132383,2.0,124.0,0.0,,True
314,6.849668861147146,2.0,123.0,0.0,,True
315,6.9149912432252965,2.0,122.0,0.0,,True
316,6.92995495287398,1.0,121.0,0.0,,True
317,6.971582476505185,1.0,120.0,0.0,,True
318,6.995296626896824,1.0,119.0,0.0,,True
319,6.998539730253999,2.0,118.0,0.0,,True
320,7.000697144276839,1.0,117.0,0.0,,True
321,7.003266984617315,2.0,116.0,0.0,,True
322,7.043340680449932,1.0,115.0,0.0,,True
323,7.043792309237582,2.0,114.0,0.0,,True
324,7.094984097805017,1.0,113.0,0.0,,True
325,7.110175685948871,2.0,112.0,0.0,,True
326,7.114206753753212,2.0,111.0,0.0,,True
327,7.150716464142212,2.0,110.0,0.0,,True
328,7.164564134022276,2.0,109.0,0.0,,True
329,7.194404147729243,2.0,108.0,0.0,,True
330,7.210669727304047,2.0,107.0,0.0,,True
331,7.237487091572272,1.0,106.0,0.0,,True
332,7.246184474079282,1.0,105.0,0.0,,True
333,7.255287389854197,2.0,104.0,0.0,,True
334,7.264734827835488,2.0,103.0,0.0,,True
335,7.267491505178032,1.0,102.0,0.0,,True
336,7.270585544057191,2.0,101.0,0.0,,True
337,7.318600471334487,2.0,100.0,0.0,,True
338,7.3237821523675075,2.0,99.0,0.0,,True
339,7.357340937009553,2.0,98.0,0.0,,True
340,7.364331642410081,1.0,97.0,0.0,,True
341,7.372575937195119,2.0,96.0,0.0,,True
342,7.426001093321731,1.0,95.0,0.0,,True
343,7.448746611594139,2.0,94.0,0.0,,True
344,7.5689779227031515,2.0,93.0,0.0,,True
345,7.610417544122834,1.0,92.0,0.0,,True
346,7.649542631705919,2.0,91.0,0.0,,True
347,7.679929968298293,2.0,90.0,0.0,,True
348,7.6938999201642835,1.0,89.0,0.0,,True
349,7.697055892004757,2.0,88.0,0.0,,True
350,7.761439856588262,1.0,87.0,0.0,,True
351,7.803565784979604,1.0,86.0,0.0,,True
352,7.807033337251123,1.0,85.0,0.0,,True
353,7.814613820847439,2.0,84.0,0.0,,True
354,7.819940614249894,1.0,83.0,0.0,,True
355,7.847869344824008,2.0,82.0,0.0,,True
356,7.939020771349175,2.0,81.0,0.0,,True
357,7.9664685621724,2.0,80.0,0.0,,True
358,7.986634834048036,1.0,79.0,0.0,,True
359,8.00648859716179,1.0,78.0,0.0,,True
360,8.049700551168145,2.0,77.0,0.0,,True
361,8.051774840529895,1.0,76.0,0.0,,True
362,8.058829364468883,1.0,75.0,0.0,,True
363,8.069084000508882,2.0,74.0,0.0,,True
364,8.08072067232116,1.0,73.0,0.0,,True
365,8.11893222907275,1.0,72.0,0.0,,True
366,8.14660124271679,2.0,71.0,0.0,,True
367,8.146838314823876,1.0,70.0,0.0,,True
368,8.160210174994045,1.0,69.0,0.0,,True
369,8.162721047583798,1.0,68.0,0.0,,True
370,8.199367902501708,1.0,67.0,0.0,,True
371,8.226959990755343,2.0,66.0,0.0,,True
372,8.249713042372486,2.0,65.0,0.0,,True
373,8.307832032212351,1.0,64.0,0.0,,True
374,8.381091174470487,2.0,63.0,0.0,,True
375,8.397893092951836,1.0,62.0,0.0,,True
376,8.421416902366458,2.0,61.0,0.0,,True
377,8.475121340767922,2.0,60.0,0.0,,True
378,8.492326149807013,1.0,59.0,0.0,,True
379,8.512634529328707,2.0,58.0,0.0,,True
380,8.519226185959331,2.0,57.0,0.0,,True
381,8.522271137722763,1.0,56.0,0.0,,True
382,8.530642918923235,2.0,55.0,0.0,,True
383,8.530647116655464,1.0,54.0,0.0,,True
384,8.579214105872863,2.0,53.0,0.0,,True
385,8.607244121326325,2.0,52.0,0.0,,True
386,8.633925271981179,2.0,51.0,0.0,,True
387,8.642255244072295,1.0,50.0,0.0,,True
388,8.68927050054979,2.0,49.0,0.0,,True
389,8.76028828652648,2.0,48.0,0.0,,True
390,8.77522460716024,2.0,47.0,0.0,,True
391,8.807593702832621,1.0,46.0,0.0,,True
392,8.855549807488488,2.0,45.0,0.0,,True
393,8.860083604297849,2.0,44.0,0.0,,True
394,8.872059823856908,2.0,43.0,0.0,,True
395,8.885649453275885,2.0,42.0,0.0,,True
396,8.887776680558227,2.0,41.0,0.0,,True
397,8.887910905385173,1.0,40.0,0.0,,True
398,8.904074919271766,2.0,39.0,0.0,,True
399,8.947949261085563,2.0,38.0,0.0,,True
400,8.956897131967496,1.0,37.0,0.0,,True
401,9.026832122361824,2.0,36.0,0.0,,True
402,9.041240426319613,1.0,35.0,0.0,,True
403,9.057129977128385,1.0,34.0,0.0,,True
404,9.069612481008798,1.0,33.0,0.0,,True
405,9.073638070730906,1.0,32.0,0.0,,True
406,9.122425884741231,2.0,31.0,0.0,,True
407,9.129233873630637,1.0,30.0,0.0,,True
408,9.138150197391262,1.0,29.0,0.0,,True
409,9.153746042220785,2.0,28.0,0.0,,True
410,9.156917993320246,2.0,27.0,0.0,,True
411,9.163160177490122,1.0,26.0,0.0,,True
412,9.167982503211348,2.0,25.0,0.0,,True
413,9.177640983663595,1.0,24.0,0.0,,True
414,9.185664613824638,2.0,23.0,0.0,,True
415,9.198414869444633,2.0,22.0,0.0,,True
416,9.216972047363553,1.0,21.0,0.0,,True
417,9.25088981824811,2.0,20.0,0.0,,True
418,9.275704208762688,2.0,19.0,0.0,,True
419,9.30746805944419,2.0,18.0,0.0,,True
420,9.30803675377488,2.0,17.0,0.0,,True
421,9.328115089872858,2.0,16.0,0.0,,True
422,9.3474928967011,1.0,15.0,0.0,,True
423,9.353171171313852,2.0,14.0,0.0,,True
424,9.42157538104693,2.0,13.0,0.0,,True
425,9.443451939315837,1.0,12.0,0.0,,True
426,9.451041921040375,2.0,11.0,0.0,,True
427,9.451971763460268,2.0,10.0,0.0,,True
428,9.47384359461442,2.0,10.0,1.0,,
429,9.497338970174052,1.0,9.0,1.0,,True
430,9.523781128574736,2.0,9.0,2.0,,
431,9.52634359428056,1.0,8.0,2.0,,True
432,9.530556167475696,2.0,8.0,3.0,,
433,9.556131990813665,1.0,7.0,3.0,,True
434,9.563881073559752,1.0,6.0,3.0,,True
435,9.578367815932914,2.0,6.0,4.0,,
436,9.597614585281542,1.0,5.0,4.0,,True
437,9.634200672140043,1.0,4.0,4.0,,True
438,9.635532402657319,2.0,4.0,5.0,,
439,9.686156247106805,2.0,4.0,6.0,,
440,9.693345492480434,2.0,4.0,7.0,,
441,9.729708833889958,1.0,3.0,7.0,,True
442,9.741571072988373,2.0,3.0,8.0,,
443,9.760057875256619,1.0,2.0,8.0,,True
444,9.77676393040912,2.0,2.0,9.0,,
445,9.784332406792489,2.0,2.0,10.0,,
446,9.794374086575965,1.0,1.0,10.0,,True
447,9.812650966558202,1.0,1.0,10.0,1.0,
448,9.838204209903152,2.0,1.0,11.0,,
449,9.858652484390937,1.0,1.0,11.0,1.0,
450,9.876026390890106,2.0,1.0,12.0,,
451,9.887718935299805,1.0,1.0,12.0,1.0,
452,9.908280487713132,2.0,1.0,13.0,,
453,9.923438487174911,2.0,1.0,14.0,,
454,9.946681218559322,1.0,1.0,14.0,1.0,
455,9.947510953112127,1.0,1.0,14.0,1.0,
456,9.964955163879528,1.0,1.0,14.0,1.0,
457,10.009836500593696,1.0,1.0,14.0,1.0,
458,10.016895775409406,2.0,1.0,15.0,,
459,10.044225958723377,2.0,1.0,16.0,,
460,10.061024593665667,2.0,1.0,17.0,,
461,10.12368083693915,2.0,1.0,18.0,,
462,10.147623944244968,2.0,1.0,19.0,,
463,10.17223813194338,2.0,1.0,20.0,,
464,10.185223185870623,2.0,1.0,21.0,,
465,10.201459137529696,2.0,1.0,22.0,,
466,10.21002429405358,1.0,1.0,22.0,1.0,
467,10.259426789616148,2.0,1.0,23.0,,
468,10.264700037905907,2.0,1.0,24.0,,
469,10.372418560848203,2.0,1.0,25.0,,
470,10.398412264336011,2.0,1.0,26.0,,
471,10.399666433667651,2.0,1.0,27.0,,
472,10.427492677717957,1.0,1.0,27.0,1.0,
473,10.488761231114054,2.0,1.0,28.0,,
474,10.492326149807013,3.0,153.0,0.0,,True
475,10.507952996851822,2.0,152.0,0.0,,True
476,10.52688885842328,2.0,151.0,0.0,,True
477,10.52783266875063,1.0,150.0,0.0,,True
478,10.536357976298309,1.0,149.0,0.0,,True
479,10.536981623958763,2.0,148.0,0.0,,True
480,10.539730875894017,2.0,147.0,0.0,,True
481,10.577588258666236,2.0,146.0,0.0,,True
482,10.601454759122944,2.0,145.0,0.0,,True
483,10.63193602436561,2.0,144.0,0.0,,True
484,10.657853037235279,2.0,143.0,0.0,,True
485,10.663713335971833,2.0,142.0,0.0,,True
486,10.690426930984561,2.0,141.0,0.0,,True
487,10.710648123156142,2.0,140.0,0.0,,True
488,10.718559326132981,1.0,139.0,0.0,,True
489,10.73243842208967,1.0,138.0,0.0,,True
490,10.742571047366472,2.0,137.0,0.0,,True
491,10.774099686330914,2.0,136.0,0.0,,True
492,10.779742502911306,2.0,135.0,0.0,,True
493,10.792174989073196,2.0,134.0,0.0,,True
494,10.794873458271395,2.0,133.0,0.0,,True
495,10.800790864028402,1.0,132.0,0.0,,True
496,10.840612259476421,1.0,131.0,0.0,,True
497,10.891972566291336,2.0,130.0,0.0,,True
498,10.908052273943753,1.0,129.0,0.0,,True
499,10.931324573599376,2.0,128.0,0.0,,True
500,10.932192311790532,2.0,127.0,0.0,,True
501,10.939659825978696,1.0,126.0,0.0,,True
502,10.948423952361793,2.0,125.0,0.0,,True
503,10.961223826997985,1.0,124.0,0.0,,True
504,10.970613648472277,1.0,123.0,0.0,,True
505,10.971183964341103,1.0,122.0,0.0,,True
506,10.973408627496593,2.0,121.0,0.0,,True
507,11.014203232970242,2.0,120.0,0.0,,True
508,11.019180609741534,2.0,119.0,0.0,,True
509,11.020973089224873,1.0,118.0,0.0,,True
510,11.091262784155328,2.0,117.0,0.0,,True
511,11.124132513557168,1.0,116.0,0.0,,True
512,11.13510541678433,2.0,115.0,0.0,,True
513,11.145098128418226,1.0,114.0,0.0,,True
514,11.146756440625218,2.0,113.0,0.0,,True
515,11.163944552373643,2.0,112.0,0.0,,True
516,11.207473231517332,2.0,111.0,0.0,,True
517,11.232886636310838,1.0,110.0,0.0,,True
518,11.233894086457202,2.0,109.0,0.0,,True
519,11.288925725696673,2.0,108.0,0.0,,True
520,11.32466852180691,2.0,107.0,0.0,,True
521,11.34133546890503,2.0,106.0,0.0,,True
522,11.344857285873635,1.0,105.0,0.0,,True
523,11.359889098303519,2.0,104.0,0.0,,True
524,11.36450065048471,2.0,103.0,0.0,,True
525,11.38360422652138,2.0,102.0,0.0,,True
526,11.405241530298069,2.0,101.0,0.0,,True
527,11.409895188542057,2.0,100.0,0.0,,True
528,11.419308275931831,2.0,99.0,0.0,,True
529,11.460215799917576,2.0,98.0,0.0,,True
530,11.488775457747789,2.0,97.0,0.0,,True
531,11.494779933265315,1.0,96.0,0.0,,True
532,11.52772349932091,1.0,95.0,0.0,,True
533,11.568733897016173,2.0,94.0,0.0,,True
534,11.609698853568624,2.0,93.0,0.0,,True
535,11.662964528894713,2.0,92.0,0.0,,True
536,11.693095446855766,2.0,91.0,0.0,,True
537,11.706533753892003,1.0,90.0,0.0,,True
538,11.707916814109597,2.0,89.0,0.0,,True
539,11.716956323522263,2.0,88.0,0.0,,True
540,11.745850271679766,1.0,87.0,0.0,,True
541,11.767874267142954,2.0,86.0,0.0,,True
542,11.794782985133809,2.0,85.0,0.0,,True
543,11.812164258505714,2.0,84.0,0.0,,True
544,11.818097849471187,2.0,83.0,0.0,,True
545,11.8698256416252,2.0,82.0,0.0,,True
546,11.87260307675701,1.0,81.0,0.0,,True
547,11.879338967015373,2.0,80.0,0.0,,True
548,11.888097445598463,2.0,79.0,0.0,,True
549,11.906476528941347,1.0,78.0,0.0,,True
550,11.913415309358285,1.0,77.0,0.0,,True
551,11.976826019938562,2.0,76.0,0.0,,True
552,11.999677629755508,1.0,75.0,0.0,,True
553,12.002730494593184,1.0,74.0,0.0,,True
